index,date,rawContent,retweetCount,likeCount,quoteCount,mentionedUsers,hashtags,links,media,inReplyToTweetId,inReplyToUser,retweetedTweet,account,lang,cleanedContent,num_links_TextLink,num_media_Video,num_media_Photo,num_media_Gif,part_of_convo,content_length,word_count,sentiment_score
326,2018-07-08 11:48:19,Parliament sits tomorrow! Here are just a few of the questions our MPs will be raising. #WPinParliament https://t.co/BS9TyFnGHI,11,22,1,,wpinparliament,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1015925131024056330/pu/img/0aEh59nXByZOErv0.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1015925131024056330/pu/vid/480x480/6BLFm5WYsvyaWDrQ.mp4?tag=3', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1015925131024056330/pu/vid/240x240/hr6bhVuO-iTOndU1.mp4?tag=3', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1015925131024056330/pu/vid/720x720/cyk_ZVGCLrt7I6NQ.mp4?tag=3', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1015925131024056330/pu/pl/yKdZwz2kJktBg5y7.m3u8?tag=3', contentType='application/x-mpegURL', bitrate=None)], duration=31.7, views=1460, altText=None)]",,,,wp,en,Parliament sits tomorrow! Here are just a few of the questions our MPs will be raising.  ,0,5,0,0,False,0.37142857142857144,18,0.0
327,2018-06-27 13:14:26,"Join our elected MPs for a cup or two this weekend, organised by the Aljunied-Hougang Town Council! ☕️🤗 (2/2) https://t.co/lMaMACRK0W",3,9,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/Dgs1HOoUwAAXyep?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dgs1HOoUwAAXyep?format=jpg&name=orig', altText=None)]",1.0119609302115246e+18,https://twitter.com/wpsg,,wp,en,"Join our elected MPs for a cup or two this weekend, organised by the Aljunied-Hougang Town Council! ☕️🤗 (2/2) ",0,0,1,0,True,0.39285714285714285,20,0.3595
329,2018-06-15 09:49:26,"Amidst the festivities and great food, it's also the season of forgiveness and fostering stronger relationships. 

Selamat Hari Raya Aidilfitri everyone! https://t.co/dnFqRAADp3",9,31,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DfuTHKzUYAAz6PR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DfuTHKzUYAAz6PR?format=jpg&name=orig', altText=None)]",,,,wp,en,"Amidst the festivities and great food, it's also the season of forgiveness and fostering stronger relationships. Selamat Hari Raya Aidilfitri everyone! ",0,0,1,0,False,0.5428571428571428,22,0.9041
330,2018-05-09 08:48:59,"just two senior parliamentarians
61 years of service between them
reminiscing the past
enjoying the present
chatting about the future https://t.co/CN4kBqLSaE",22,63,6,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/Dcvidg5VAAEaFWG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dcvidg5VAAEaFWG?format=jpg&name=orig', altText=None)]",,,,wp,en,just two senior parliamentarians61 years of service between themreminiscing the pastenjoying the presentchatting about the future ,0,0,1,0,False,0.4642857142857143,17,0.0
331,2018-05-01 04:56:16,Read our full Labour Day message here: https://t.co/iA5KlTUiUE,2,7,1,,,"[TextLink(text='wp.sg/the-singaporea…', url='http://www.wp.sg/the-singaporean-worker-at-the-centre-of-todays-and-tomorrows-economy/', tcourl='https://t.co/iA5KlTUiUE', indices=(39, 62))]",,9.911794713350104e+17,https://twitter.com/wpsg,,wp,en,Read our full Labour Day message here: ,1,0,0,0,True,0.22142857142857142,8,0.0
332,2018-05-01 04:56:15,"Yesterday's issues also remain. The problems of discrimination in the workforce continue to rear their ugly head. There are expectations on unions, parliamentarians and the Government to support and protect Singaporean workers.",0,5,0,,,,,9.911794685248143e+17,https://twitter.com/wpsg,,wp,en,"Yesterday's issues also remain. The problems of discrimination in the workforce continue to rear their ugly head. There are expectations on unions, parliamentarians and the Government to support and protect Singaporean workers.",0,0,0,0,True,0.8107142857142857,32,-0.1779
333,2018-05-01 04:56:15,"The new Industry Transformation Roadmaps must aggressively accommodate the training, placement and hiring of Singaporeans, in addition to their other objectives.",0,2,0,,,,,9.9117946516104e+17,https://twitter.com/wpsg,,wp,en,"The new Industry Transformation Roadmaps must aggressively accommodate the training, placement and hiring of Singaporeans, in addition to their other objectives.",0,0,0,0,True,0.575,21,-0.3182
334,2018-05-01 04:56:14,It is critical that we support the workers of today and tomorrow as they navigate winds of change such as Industry 4.0 and rapid technological advances.,1,3,0,,,,,9.911794599852604e+17,https://twitter.com/wpsg,,wp,en,It is critical that we support the workers of today and tomorrow as they navigate winds of change such as Industry 4.0 and rapid technological advances.,0,0,0,0,True,0.5428571428571428,26,0.1027
335,2018-05-01 04:56:13,Happy Labour Day! May 1st is not just any public holiday. It is a moment of pause and reflection. The Workers’ Party wants to see the Singaporean worker at the centre of today’s and tomorrow’s economy and will pursue this agenda in Parliament. 👮👷‍♀️👨‍🍳👩‍⚕️👨‍✈️👩‍⚖️ https://t.co/3WcONa6DSt,4,31,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DcFgc1HU0AAmZh1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DcFgc1HU0AAmZh1?format=jpg&name=orig', altText=None)]",,,,wp,en,Happy Labour Day! May 1st is not just any public holiday. It is a moment of pause and reflection. The Workers’ Party wants to see the Singaporean worker at the centre of today’s and tomorrow’s economy and will pursue this agenda in Parliament. 👮👷‍♀️👨‍🍳👩‍⚕️👨‍✈️👩‍⚖️ ,0,0,1,0,False,0.9464285714285714,45,0.8553
336,2018-04-13 08:47:21,"No, this isn't a new GRC team 😅

Rather, 

Low Thia Khiang, 
Png Eng Huat, 
Chen Show Mao, 
John Yam Poh Nam and 
Firuz Khan 

are Committee Members of the new CEC 😊 https://t.co/Rbuy0GdS9l",2,12,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/Dapov1PUMAEAWIb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dapov1PUMAEAWIb?format=jpg&name=orig', altText=None)]",9.84712798004392e+17,https://twitter.com/wpsg,,wp,en,"No, this isn't a new GRC team 😅Rather, Low Thia Khiang, Png Eng Huat, Chen Show Mao, John Yam Poh Nam and Firuz Khan are Committee Members of the new CEC 😊 ",0,0,1,0,True,0.5571428571428572,33,-0.5106
337,2018-04-13 08:40:00,"Daniel Goh and Leon Perera are the Chair and Deputy Chair of our Media Team. 

Both are NCMPs in the current Parliament and have a healthy appreciation for memes and GIFs...in addition to important matters of State of course. 🤓 https://t.co/CBM6Xxb8Ew",2,11,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DapnERcVMAAFx1Y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DapnERcVMAAFx1Y?format=jpg&name=orig', altText=None)]",9.84704199404368e+17,https://twitter.com/wpsg,,wp,en,Daniel Goh and Leon Perera are the Chair and Deputy Chair of our Media Team. Both are NCMPs in the current Parliament and have a healthy appreciation for memes and GIFs...in addition to important matters of State of course. 🤓 ,0,0,1,0,True,0.8071428571428572,41,0.7845
338,2018-04-13 08:05:50,"Daniel Goh and Dennis Tan are our new Organising Secretaries. 

This is Terence Tan's very first term in the CEC. 

We are confident he won't be losing his hair over the stress of new responsibilities as Deputy Org Sec. https://t.co/HoVIpPLISv",3,12,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DapfPr9UwAAxcSO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DapfPr9UwAAxcSO?format=jpg&name=orig', altText=None)]",9.847016973259162e+17,https://twitter.com/wpsg,,wp,en,Daniel Goh and Dennis Tan are our new Organising Secretaries. This is Terence Tan's very first term in the CEC. We are confident he won't be losing his hair over the stress of new responsibilities as Deputy Org Sec. ,0,0,1,0,True,0.7714285714285715,40,0.3786
339,2018-04-13 07:55:54,Leon Perera is our new Youth Wing President. He's got some grey in his hair but...you'll find that his love for #StarWars keeps him young at heart. 😎 https://t.co/qgjEByiAMw,3,15,0,,starwars,,"[Photo(previewUrl='https://pbs.twimg.com/media/Dapc-IRVwAAu1d0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dapc-IRVwAAu1d0?format=jpg&name=orig', altText=None)]",9.846969724046048e+17,https://twitter.com/wpsg,,wp,en,Leon Perera is our new Youth Wing President. He's got some grey in his hair but...you'll find that his love for  keeps him young at heart. 😎 ,0,0,1,0,True,0.5357142857142857,29,0.6597
340,2018-04-13 07:37:07,"Gerald Giam is our new Treasurer. Lee Li Lian joins him as Deputy Treasurer. 

Both served in the 12th Parliament as NCMP and MP for Punggol East respectively. 

Both love mathematics. We hope. 🤓 https://t.co/rIFvGHuPcT",2,11,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DapYqriU8AE4HSw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DapYqriU8AE4HSw?format=jpg&name=orig', altText=None)]",9.846950258114028e+17,https://twitter.com/wpsg,,wp,en,Gerald Giam is our new Treasurer. Lee Li Lian joins him as Deputy Treasurer. Both served in the 12th Parliament as NCMP and MP for Punggol East respectively. Both love mathematics. We hope. 🤓 ,0,0,1,0,True,0.6857142857142857,35,0.8885
341,2018-04-13 07:29:23,"Pritam Singh is our new Secretary-General. He takes over from Low Thia Khiang, who served in the post over 17 years, from 2001. https://t.co/Qyap8CDi84",3,8,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DapW5vsUQAAu_EZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DapW5vsUQAAu_EZ?format=jpg&name=orig', altText=None)]",9.846940734484808e+17,https://twitter.com/wpsg,,wp,en,"Pritam Singh is our new Secretary-General. He takes over from Low Thia Khiang, who served in the post over 17 years, from 2001. ",0,0,1,0,True,0.45714285714285713,24,-0.2732
342,2018-04-13 07:25:36,"Sylvia Lim is no longer ""Chairman"" of the WP but is now our Chair, following recent amendments to our Party Constitution 💁🏻Faisal Manap joins her as Vice-Chair. https://t.co/qIlwha1BN4",10,28,5,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DapWCHLUQAELmeh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DapWCHLUQAELmeh?format=jpg&name=orig', altText=None)]",,,,wp,en,"Sylvia Lim is no longer ""Chairman"" of the WP but is now our Chair, following recent amendments to our Party Constitution 💁🏻Faisal Manap joins her as Vice-Chair. ",0,0,1,0,False,0.575,28,0.5881
343,2018-04-08 12:21:50,"The following 12 members were also elected to the Central Executive Committee (CEC):

Chen Show Mao, Faisal Manap, Gerald Giam, Daniel Goh, Firuz Khan, Lee Li Lian, Leon Perera, Low Thia Khiang, Png Eng Huat, Dennis Tan, Terence Tan and John Yam. 

https://t.co/El61xd71DZ",6,14,0,,,"[TextLink(text='wp.sg/the-workers-pa…', url='http://www.wp.sg/the-workers-party-cec-election-2018/', tcourl='https://t.co/El61xd71DZ', indices=(249, 272))]",,9.829564120063672e+17,https://twitter.com/wpsg,,wp,en,"The following 12 members were also elected to the Central Executive Committee (CEC):Chen Show Mao, Faisal Manap, Gerald Giam, Daniel Goh, Firuz Khan, Lee Li Lian, Leon Perera, Low Thia Khiang, Png Eng Huat, Dennis Tan, Terence Tan and John Yam. ",1,0,0,0,True,0.9571428571428572,42,-0.2732
344,2018-04-08 12:20:45,We held our Conference of Organisers earlier today. The Organising Members elected Sylvia Lim as our Party Chair and Pritam Singh as our new Secretary-General. https://t.co/cQO4LCuDD3,15,38,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DaQpo9PVwAApqre?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DaQpo9PVwAApqre?format=jpg&name=orig', altText=None)]",,,,wp,en,We held our Conference of Organisers earlier today. The Organising Members elected Sylvia Lim as our Party Chair and Pritam Singh as our new Secretary-General. ,0,0,1,0,False,0.5714285714285714,26,0.4019
345,2018-03-08 02:09:54,Happy International Women’s Day! Fight on! #shemeansbusiness #IWD2018 https://t.co/5pPXrfHL95,25,55,3,,shemeansbusiness iwd2018,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/971568347274866688/pu/img/JeJH1zH-dSnvNDLo.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/971568347274866688/pu/vid/240x240/THRNFVHGdBddtLYl.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/971568347274866688/pu/vid/720x720/cjuxqohsD8iVP_ZZ.mp4', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/971568347274866688/pu/vid/480x480/nvIeDPkbU2XPhiyo.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/971568347274866688/pu/pl/stzYjuq7qeFyQ_L1.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=39.864, views=2178, altText=None)]",,,,wp,en,Happy International Women’s Day! Fight on!   ,0,5,0,0,False,0.25,9,0.3987
346,2018-03-02 02:41:43,Watch the exchange here: https://t.co/xmMUXuWqVN,1,8,0,,,"[TextLink(text='facebook.com/workersparty/v…', url='https://www.facebook.com/workersparty/videos/2036498479700058/', tcourl='https://t.co/xmMUXuWqVN', indices=(25, 48))]",,9.694023387785626e+17,https://twitter.com/wpsg,,wp,en,Watch the exchange here: ,1,0,0,0,True,0.17142857142857143,5,0.0
347,2018-03-02 02:41:42,"She says, ""This is what we as MPs have to do, to get better clarity on matters of public interest. Of course, the Government can rebut our speeches robustly - that's fine. But I don't think I'm disentitled to come to Parliament to advance honestly held beliefs or suspicions.""",2,11,0,,,,,9.694023356034744e+17,https://twitter.com/wpsg,,wp,en,"She says, ""This is what we as MPs have to do, to get better clarity on matters of public interest. Of course, the Government can rebut our speeches robustly - that's fine. But I don't think I'm disentitled to come to Parliament to advance honestly held beliefs or suspicions.""",0,0,0,0,True,0.9857142857142858,49,0.85
348,2018-03-02 02:41:42,"In response to Shanmugam's assertions in Parliament, Sylvia Lim says that, ""In typical fashion he always accuses me of dishonesty when, as far as I'm concerned, I acted honestly.""",4,13,0,,,,,9.694023308849807e+17,https://twitter.com/wpsg,,wp,en,"In response to Shanmugam's assertions in Parliament, Sylvia Lim says that, ""In typical fashion he always accuses me of dishonesty when, as far as I'm concerned, I acted honestly.""",0,0,0,0,True,0.6392857142857142,29,-0.34
349,2018-03-02 02:41:40,When you rise above the shade #SylviaGIFs https://t.co/zGXfjjSZ7p,15,31,3,,sylviagifs,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DXQCNSEVMAEdsRn.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DXQCNSEVMAEdsRn.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,wp,en,When you rise above the shade  ,0,1,0,1,False,0.15,8,0.0
350,2018-03-01 13:40:54,"@ReizePrimus We have read your tweet. We agree in principle. #SylviaGIFs 

(Except we don't have interns, but volunteers instead 😊💁🏼‍♂️) https://t.co/YbFk36bIKF",0,1,0,"[User(username='ReizePrimus', id=4843326229, displayname='Reize Primus - Rabbit Warrior Extraordinaire', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",sylviagifs,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DXNPiy9VMAAi-Ih.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DXNPiy9VMAAi-Ih.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",9.691408333278904e+17,https://twitter.com/ReizePrimus,,wp,en,"@ReizePrimus We have read your tweet. We agree in principle.  (Except we don't have interns, but volunteers instead 😊💁🏼‍♂️) ",0,1,0,1,True,0.48214285714285715,21,0.1901
351,2018-03-01 07:48:40,"WP votes NO to the announcement of GST hike in 2021-2025. 

Read our full press statement here: https://t.co/RmVGVgrkth https://t.co/DheCVWzjXl",16,30,0,,,"[TextLink(text='wp.sg/wp-votes-no-to…', url='http://www.wp.sg/wp-votes-no-to-the-announcement-of-gst-hike-in-2021-2025/', tcourl='https://t.co/RmVGVgrkth', indices=(96, 119))]","[Photo(previewUrl='https://pbs.twimg.com/media/DXL-8poV4AAiB3O?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DXL-8poV4AAiB3O?format=jpg&name=orig', altText=None)]",,,,wp,en,WP votes NO to the announcement of GST hike in 2021-2025. Read our full press statement here:  ,1,0,1,0,False,0.42142857142857143,19,-0.0516
352,2018-03-01 04:23:15,When you hear a response and figure there's little point in clarifying further 👀😅 #SylviaGIFs https://t.co/r6vj1goXBc,15,30,1,,sylviagifs,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DXLP6dpUMAApurp.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DXLP6dpUMAApurp.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,wp,en,When you hear a response and figure there's little point in clarifying further 👀😅  ,0,1,0,1,False,0.3357142857142857,16,0.0
353,2018-02-28 12:43:31,Scrutinising the Budget. Head over to our Facebook page to check out the latest speeches on Budget 2018 by our Members of Parliament: https://t.co/OpzVzqRbh0 https://t.co/O9mBaBVZEX,5,8,0,,,"[TextLink(text='m.facebook.com/workersparty/', url='https://m.facebook.com/workersparty/', tcourl='https://t.co/OpzVzqRbh0', indices=(134, 157))]","[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DXH40XQV4AIgwpU.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DXH40XQV4AIgwpU.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,wp,en,Scrutinising the Budget. Head over to our Facebook page to check out the latest speeches on Budget 2018 by our Members of Parliament:  ,1,1,0,1,False,0.5642857142857143,25,0.0
354,2018-02-15 11:04:58,Happy Year of the Doggo! 狗年旺旺! 🐕#CNY2018 https://t.co/eBbM8kjkqL,3,23,0,,cny2018,,"[Photo(previewUrl='https://pbs.twimg.com/media/DWElnrXVAAEDEUd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DWElnrXVAAEDEUd?format=jpg&name=orig', altText=None)]",,,,wp,en,Happy Year of the Doggo! 狗年旺旺! 🐕 ,0,0,1,0,False,0.14642857142857144,8,0.6467
355,2018-02-06 14:21:04,"We voted against amendments to the Criminal Law (Temporary Provisions) Act today as the G has gone too far, in expanding the scope of the Act beyond its original intention of safeguarding peace and good order in SG, while reposing in the Minister for Home Affairs too much power. https://t.co/OWArQtszim",29,47,5,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/960879246418722816/pu/img/_Cd3uduOupW8mf8x.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/960879246418722816/pu/vid/720x720/GRJMYNRljhzF_S4N.mp4', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/960879246418722816/pu/vid/240x240/sjsRLydyTdQU7FoV.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/960879246418722816/pu/vid/480x480/uYoAWl0G2zV9TZfR.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/960879246418722816/pu/pl/oTwYgdkPGUvAZVGe.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=58.3, views=1836, altText=None)]",,,,wp,en,"We voted against amendments to the Criminal Law (Temporary Provisions) Act today as the G has gone too far, in expanding the scope of the Act beyond its original intention of safeguarding peace and good order in SG, while reposing in the Minister for Home Affairs too much power. ",0,5,0,0,False,1.0,50,0.7506
356,2018-02-05 13:09:09,"From HDB upgrading for older flats to flood management plans in the East, here are just a few of the pertinent questions WP MPs are asking in Parliament this month: https://t.co/aYqgd1uQP1",5,21,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/960500085401387008/pu/img/yhfyE45V3yzi8xK6.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/960500085401387008/pu/vid/640x360/NcqYy11YBmANlYlp.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/960500085401387008/pu/pl/Cyfjd157eenSGRhW.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/960500085401387008/pu/vid/1280x720/H3KI1iHo9Ek1QElD.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/960500085401387008/pu/vid/320x180/c52Gnm4WKTtNNHcp.mp4', contentType='video/mp4', bitrate=256000)], duration=31.7, views=899, altText=None)]",,,,wp,en,"From HDB upgrading for older flats to flood management plans in the East, here are just a few of the pertinent questions WP MPs are asking in Parliament this month: ",0,5,0,0,False,0.5892857142857143,31,0.4084
357,2018-01-30 11:58:41,What in the world is a Parliamentary Select Committee? https://t.co/bHWO4DaIvG,5,25,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/958307298165669889/pu/img/6eQdbw5oKK9YJtiY.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/958307298165669889/pu/pl/H8jkIIYkve0Ta-xq.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/958307298165669889/pu/vid/640x360/duGdTuHgrNCnqaY1.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/958307298165669889/pu/vid/1280x720/esBM3xsHgkmYLLVj.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/958307298165669889/pu/vid/320x180/i9DUjJyGofT9d_ry.mp4', contentType='video/mp4', bitrate=256000)], duration=57.9, views=1346, altText=None)]",,,,wp,en,What in the world is a Parliamentary Select Committee? ,0,5,0,0,False,0.19642857142857142,10,0.0
358,2018-01-02 07:34:30,"This is the story of the WP’s walk with Singapore and the road that lies ahead. Check out the full second half of our #WP60 documentary here: https://t.co/NZ0F3k5MZ7 

#WalkingWithSingapore #TheRoadAhead https://t.co/vTOdU4Uk6k",7,21,0,,wp60 walkingwithsingapore theroadahead,"[TextLink(text='youtu.be/3Kn_EBnxbUo', url='https://youtu.be/3Kn_EBnxbUo', tcourl='https://t.co/NZ0F3k5MZ7', indices=(142, 165))]","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/948094830848065536/pu/img/fMQ-VWW_dYmDep4p.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/948094830848065536/pu/pl/tjAdic3TcL6pJsmN.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/948094830848065536/pu/vid/320x180/NrchbDFFm1P3VGyc.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/948094830848065536/pu/vid/640x360/izt1tZVTxZvAmzxC.mp4', contentType='video/mp4', bitrate=832000)], duration=42.487, views=1115, altText=None)]",,,,wp,en,This is the story of the WP’s walk with Singapore and the road that lies ahead. Check out the full second half of our  documentary here:    ,1,4,0,0,False,0.7214285714285714,31,-0.4215
359,2018-01-02 04:30:32,2nd Jan = Back to school! 🤓 #quickmaths https://t.co/kYcRgauZgI,5,24,0,,quickmaths,,"[Photo(previewUrl='https://pbs.twimg.com/media/DSglZEXV4AETRKF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DSglZEXV4AETRKF?format=jpg&name=orig', altText=None)]",,,,wp,en,2nd Jan = Back to school! 🤓  ,0,0,1,0,False,0.14285714285714285,9,0.0
361,2017-12-25 08:21:43,‘Tis the season to be jolly! #merrychristmas #nomondaybluestoday https://t.co/R3SolRxUWC,8,38,0,,merrychristmas nomondaybluestoday,,"[Photo(previewUrl='https://pbs.twimg.com/media/DR4Nk86UQAAONqK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DR4Nk86UQAAONqK?format=jpg&name=orig', altText=None)]",,,,wp,en,‘Tis the season to be jolly!   ,0,0,1,0,False,0.23214285714285715,9,0.5562
362,2017-12-06 08:29:26,"Catch the first half of our WP60 documentary as we share with you the journey we've taken with Singapore! | Walking With Singapore: Road to 2011 - https://t.co/2KrptKxdmu | For the best viewing experience, watch in HD. https://t.co/n89lv0ZDze",12,12,1,,,"[TextLink(text='youtu.be/78K6A9pnaek', url='http://youtu.be/78K6A9pnaek', tcourl='https://t.co/2KrptKxdmu', indices=(147, 170))]","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/938323752923799553/pu/img/LZczFM_te1uytbil.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/938323752923799553/pu/vid/1280x720/pzHKwCiyy87xMJBr.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/938323752923799553/pu/vid/640x360/4QNFqI-MlSuL6tuQ.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/938323752923799553/pu/vid/320x180/W3CG6XJYtGnzwqiR.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/938323752923799553/pu/pl/FYKr-cf6AmRd_KvX.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=55.333, views=1077, altText=None)]",,,,wp,en,"Catch the first half of our WP60 documentary as we share with you the journey we've taken with Singapore! | Walking With Singapore: Road to 2011 -  | For the best viewing experience, watch in HD. ",1,5,0,0,False,0.7821428571428571,38,0.7712
363,2017-11-29 11:38:03,"With shortening leases on our HDB flats, we question whether the social contract, between the government and the people, underlying public housing in Singapore is at risk of erosion: https://t.co/8MFLCnFB5m https://t.co/eh6PHtad4M",4,10,1,,,"[TextLink(text='wp.sg/is-the-social-…', url='http://www.wp.sg/is-the-social-pact-underlying-home-ownership-in-singapore-at-risk-of-erosion/', tcourl='https://t.co/8MFLCnFB5m', indices=(183, 206))]","[Photo(previewUrl='https://pbs.twimg.com/media/DPzBLNdVAAA_Pib?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DPzBLNdVAAA_Pib?format=jpg&name=orig', altText=None)]",9.35835045159252e+17,https://twitter.com/wpsg,,wp,en,"With shortening leases on our HDB flats, we question whether the social contract, between the government and the people, underlying public housing in Singapore is at risk of erosion:  ",1,0,1,0,True,0.7392857142857143,31,-0.2732
364,2017-11-29 11:37:16,Singaporeans spend the bulk of our working lives financing our single biggest asset - housing 🏘,2,8,0,,,,,,,,wp,en,Singaporeans spend the bulk of our working lives financing our single biggest asset - housing 🏘,0,0,0,0,False,0.3392857142857143,16,0.3612
365,2017-11-21 06:49:18,Thank you Ambassador Abensour and @FranceinSG for the warm hospitality 🇫🇷🇸🇬 https://t.co/bkB7CQELiN,8,35,0,"[User(username='FranceinSG', id=369367588, displayname='France in Singapore', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,"[TextLink(text='twitter.com/franceinsg/sta…', url='https://twitter.com/franceinsg/status/932562008733401089', tcourl='https://t.co/bkB7CQELiN', indices=(76, 99))]",,,,,wp,en,Thank you Ambassador Abensour and @FranceinSG for the warm hospitality 🇫🇷🇸🇬 ,1,0,0,0,False,0.3535714285714286,12,0.5267
