cleanedContent,content_length,hashtags,sentiment_score,num_links_TextLink,num_media_Video,num_media_Photo,num_media_Gif,likeCount,quoteCount,part_of_convo
"""You're not just voting for a set of MPs for a ward, but for leaders of S'pore... We should exercise our right to vote wisely"" - Mr Hawazi",0.9857142857142858,,0.5719,0,0,0,0,4,0,False
Happy Labour Day! May 1st is not just any public holiday. It is a moment of pause and reflection. The Workers’ Party wants to see the Singaporean worker at the centre of today’s and tomorrow’s economy and will pursue this agenda in Parliament. 👮👷‍♀️👨‍🍳👩‍⚕️👨‍✈️👩‍⚖️ ,0.9464285714285714,,0.8553,0,0,1,0,31,0,False
Lee Li Lian addresses the rally. She's our candidate for Punggol East SMC!  ,0.8285714285714286,empoweryourfuture,0.0,0,0,1,0,0,0,False
Ting Ru: Judicial independence is needed to ensure due process and accountability of executive actions.  ,0.8357142857142857,ge2015 wpsg,0.3818,0,0,0,0,5,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
"Show Mao: Yes, Captain, we know your ship is heading in this direction. In 15 years' time, a 6.9 million population  ",0.9642857142857144,empoweryourfuture,0.4019,0,0,0,0,2,0,False
Dennis also highlighted that changes in LTA measures for disruptions do not take away from the inconvenience faced and costs to the economy.,1.0,,-0.5994,0,0,0,0,2,0,False
"Addressing the Cabinet now, live at Parliament  is MP Seng Han Thong of AMK GRC.  ",0.95,tributetolky rememberinglky,0.0,0,0,1,0,1,0,False
" PM Lee shares in Mandarin how on 9Aug1965,  declared Singapore will be a multi-racial nation. ",0.9714285714285714,ndr2015 leekuanyew,0.296,0,0,1,0,5,0,False
"From the SingHealth data breach to NS deferment policy, WP MPs will be raising a variety of questions when Parliament sits next week.  Here's just a glimpse of what's on the Order Paper: ",0.7214285714285714,wpinparliament,0.4084,0,5,0,0,18,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
"""Your hard work has made a difference to residents"" SG @leehsienloong commends MPs - special mention of Lim Swee Say ",0.8357142857142857,,0.3182,0,0,1,0,14,0,False
Dennis Tan on WP's proposal for a NTC model.   ,0.6714285714285714,ge2015 empoweryourfuture,0.0,0,0,1,0,2,0,False
Daniel: A lot of other countries have achieved very high labour force participation rates among females and the elderly  ,0.95,ge2015 wpsg,0.0,0,0,0,0,2,0,False
"Hello residents of Radin Mas SMC! Here is your PAP candidate, Melvin Yong.  ",0.3857142857142857,ge2020 ourlivesourjobsourfuture,0.0,0,0,1,0,12,1,False
"SG @leehsienloong and ESM Goh arrive, to a rousing reception from the audience.   ",0.8428571428571429,pap4sg ge2015,0.0,0,0,2,0,6,0,False
"Amendments to the MRHA was passed in Parliament. This Act has helped to maintain Singapore's peace and harmony, and the amendments will allow authorities to effectively deal with the growing influence of social media and threat of foreign religious interference ",0.9357142857142856,,0.8074,0,4,0,0,13,0,False
"Meet Mr Liau, 77 years old! Played  every day and swam regularly! Very fit!   ",0.7642857142857142,basketball murali bukitbatok,0.7243,0,0,1,0,4,0,False
"Tossing to good health, prosperity and happiness for all!   ",0.5142857142857142,yusheng cny,0.7777,0,0,1,0,5,0,False
  ,0.35,ge2015 empoweryourfuture,0.0,0,0,1,0,6,0,False
"Since 1998, racial harmony day has been commemorated every year in schools on July 21, to mark the anniversary of... ",0.9928571428571428,,0.4019,1,0,0,0,1,0,False
WP's Moulmein-Kallang GRC team working the ground (FB photos)     ,0.8142857142857143,wp wpsg mkgrc sgelections,0.0,0,0,0,0,0,0,False
"PM @leehsienloong:to senior party supporters: ""Don't worry, we will not write you off. We'll sign you up.""  ",1.0,ournewwayforeward papconvention,0.7909,0,0,0,0,2,0,False
"Bukit Batok residents, good evening from Bukit Gombak Stadium! Shortly we'll commence our final rally for BBBE2016! ",0.8285714285714286,,0.5399,0,0,1,0,2,0,False
Dennis urges Singaporeans who feel strongly about our nation to join the WP if they wish to contribute via politics.  ,0.9285714285714286,ge2015 wpsg,0.8286,0,0,0,0,4,0,False
MP Lim Biow Chuan organising a lunch at Mountbatten and helping needy residents.  ,0.7857142857142857,pap60,-0.0516,0,0,1,0,2,0,False
"Finally, he introduces Dylan Ng who was inspired to actively contribute to the grassroots via WP's Meet-the-People Sessions.",0.8857142857142857,,0.6705,0,0,0,0,1,0,False
"Dylan Ng Foo Eng, Marine Parade GRC: 每个集选区和单选区都有反对党参选，是新加坡民主的进步，也是新加坡人的骄傲。万事具备，只欠东风。这东风就是你们手中神圣的一票。 ",0.8928571428571429,ge2015 empoweryourfuture,0.0,0,0,0,0,2,0,False
On this week's  we bring you Karen Tan's story.  ,0.7785714285714286,activistsspeak,0.0,1,0,1,0,3,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
Ever heard PM @leehsienloong sing? Watch him sing 细水长流 earlier in his mandarin speech at  earlier today,0.9571428571428572,ndr2014,0.0,1,0,0,0,1,0,False
NCMP Gerald Giam's  cut on Fare increases and quality of service  ,0.7785714285714286,cos2014 sgbudget2014,-0.2732,1,0,0,0,2,0,False
".@DanielPSGoh ""WP is not an anti-immigration party. But we need to focus on the Singaporean core.""  ",0.8,ge2015 wpsg,0.0612,0,0,0,0,3,0,False
"The MAS attempts to elevate such long rates, so that the real interest rate — that is, the interest rate, net of inflation — would no longer be negative, as it currently is.",0.6178571428571429,,0.0258,0,0,0,0,0,0,True
"Standard metrics for comparing the under or overvaluation of our currency suggest that the Sing dollar is significantly undervalued. Hence, paradoxically, we may not need to spend very much at all to prop up our currency.",0.7892857142857143,,0.0,0,0,0,0,2,0,True
"There can be 100 people in the room and 99 don’t believe in you, but...we’d much rather have 23 people in the room instead. ",0.5071428571428571,smallerclasssizes,0.0,0,0,0,0,137,9,False
Bernard: More must be done for late bloomers like me. We must not have an education system that sends the wrong message to late bloomers.,0.9785714285714284,,-0.1531,0,0,0,0,4,0,False
The Sembawang Rally has ended. Thank you for being with us. View our  tagged    ,0.9785714285714284,livetweets ge2015 pap4sg sembawang,0.3612,0,0,1,0,12,0,False
"""I'm proud to stand alongside you"" Rahayu Mahzam says to Murali. ""Undilah Murali!"" she says to the crowd in Malay. ",0.9857142857142858,,0.5255,1,0,0,0,2,0,False
"Bernard: Across our nation, we are facing an ageing pop. PAP choose to see this as a liability. We in the WP see this as an opportunity",0.9642857142857144,,0.5766,0,0,0,0,3,0,False
"Pritam: No Opposition MP was appointed on the Public Accounts Committee of Parliament, the committee that looks over the Govt's budget",0.9571428571428572,,-0.296,0,0,0,0,5,0,False
"Ron: I was first introduced to grassroots volunteer work in Hougang right after serving my national service, by my fiancée.  ",0.9785714285714284,ge2015 wpsg,0.0,0,0,0,0,2,0,False
That's a wrap guys! Thanks to all who've joined us for  ,0.5357142857142857,christmascrescendo,0.4926,0,0,1,0,4,0,False
Join us at 8:20pm tonight to say the pledge as one!       ,0.8642857142857143,pledgesg pledgemoment ndpeeps ndp2013 nationalday onesingapore,0.3595,0,0,0,0,0,0,False
"""Revisited Blk 547 at lunchtime as I had inadvertently missed out 周太's family during my round last night. ""  ",0.9928571428571428,alexyam,-0.296,0,0,1,0,0,0,False
Pls pray 4 our Malaysian Bros and Sis in this very difficult & painful time.    ,0.9642857142857144,mh17 prayformalaysia prayformh17,-0.5222,0,0,1,0,2,0,False
"Tomorrow morning, 7 Dec, from 10:30am we bring u  n  from the anticipated Party Conference & Rally. Stay tuned! ",0.9714285714285714,livetweets action pap60,0.4574,0,0,0,0,0,0,False
You are the strength of our nation! A tribute to Singaporeans who have served from generation to generation!  ,0.9785714285714284,sg50,0.5837,0,0,1,0,7,0,False
"""Up to the very end, he remained committed to this nation... Farewell, Sir."" - Mr S Dhanabalan in his eulogy for Mr Lee Kuan Yew",0.9142857142857144,,0.2732,0,0,0,0,10,0,False
"@jsalim90 The Covid has opened our eyes to those whom we don’t normally see – the cleaners on the frontline, the hawkers that keep us full, the drives who deliver to multiple places, the migrant workers that live in corners of our society...",0.8607142857142858,,0.0,0,0,0,0,0,0,True
"Haze Inter-Ministerial Committee Press Conference, June 24, 2013 (Full) ",0.6714285714285714,,0.0,1,0,0,0,0,0,False
"""We must continue this journey together as one people... In the world, we're a little red dot, the ultimate underdog"" ",1.0,,0.0,0,0,1,0,2,0,False
The Workers' Party calls on the government to do the following:,0.45,,0.4019,0,0,0,0,0,0,False
Bonus question 😏How would you describe yourself?,0.1714285714285714,,0.5423,0,0,0,0,24,12,True
"MOS Desmond Lee in  at a Lakeshore charity car wash. ""Big Thank U to all our volunteers =)"" he says  ",0.9928571428571428,action papcares,0.6486,0,0,1,0,0,0,False
"Excerpts from speecgh by Mr Chan Chun Sing, MP, Buona Vista (Tanjong Pagar GRC) at Party Conference 2012",0.8857142857142857,,0.4019,1,0,0,0,0,0,False
Anson - where it all began. Explore its history with our Youth Wing. Come collect anecdotes and memories with us. ,0.8142857142857143,,0.0,0,0,1,0,6,0,False
"""..It has been said many times, but it remains important to cherish and work hard at strengthening our... ",0.9142857142857144,,0.8519,1,0,0,0,0,0,False
WP: On The Campaign Trial (Hougang) – Day 3 : Towards A FWP    ,0.7357142857142858,wp wpge sgelections,0.4084,0,0,0,0,1,0,False
"PM Lee: “What matters most is not what we build, but the power of our human spirit”  ",0.7214285714285714,ndrsg singapore,0.0129,0,0,0,0,4,0,False
"Thank you and stay safe, everyone. Make Your Vote Count. Vote for The Workers' Party on Friday.  PS: Over past elections, it's been a tradition of ours to end our final rally with something close to our hearts :) ",0.7857142857142857,ge2020,0.8779,0,5,0,0,1576,107,False
 : Wishing our Founding PM and Founding Sec-Gen speedy recovery!  ,0.7571428571428571,getwellsoonlky sg,0.2942,0,0,1,0,9,0,False
Choong Yong shares his personal story of how his family has coped with providing care to his son who has special needs.,0.85,,0.7964,0,0,0,0,1,0,False
"PAP Women’s Wing, pre-schoolers from PAP Community Foundation centres and their families came together last... ",0.95,,0.0,1,0,0,0,0,0,False
Mohamed Fairoz is the first East Coast GRC candidate to address the rally tonight  ,0.8785714285714286,empoweryourfuture,0.0,0,0,1,0,1,0,False
Gerald: We have many more proposals to enhance the healthcare system...but we need your help to send enough of us into Parliament ,0.9642857142857144,wpsg,0.4019,0,0,0,0,3,0,False
"Mr Ng Chee Meng speaks to Mr Othman Wok,one of Singapore's founding fathers.  ",0.7642857142857142,pap4sg,0.0,0,0,1,0,4,0,False
"Our stand is built on the principles of democracy. If the PAP is still trying to convince voters of the merits of the NCMP scheme, 36 years after it was introduced, surely the voters have already spoken. ",0.8178571428571428,makeyourvotecount ge2020,0.765,0,0,0,0,61,0,True
Theonlinecitizen | Q&A at WP's Launch of Campaign Slogan and Manifesto (Video)    ,0.9142857142857144,sgelections wpsg wpge2011,0.0,0,0,0,0,0,0,False
"Speaking in Mandarin, Adrian says that being an Opposition politician is not easy and that he looks up to WP leaders for their courage.",0.9642857142857144,,0.5464,0,0,0,0,2,0,False
Bernard: WP proposes...all resident families...be paired with a GP that is near their home ,0.7785714285714286,empoweryourfuture,0.4084,0,0,0,0,1,0,False
""" Nice to have a chat, and thanks for helping our residents.""   ",0.8357142857142857,teocheehean pasirrispunggolgrc,0.7845,0,0,1,0,0,0,False
Min Heng thanked outgoing MPs Mah Bow Tan and Irene Ng for their contributions to Tampines residents ,0.7714285714285715,pap4sg,0.6249,0,0,0,0,2,0,False
MP Sylvia Lim: Public Utilities (Amendment) Bill ,0.4928571428571429,,0.0,1,0,0,0,0,0,False
"Meet our activist - Tan Kai Wei, 18 - who chooses to spend his school hols at MPS  ",0.9071428571428573,,0.0,1,0,1,0,3,0,False
Our MPs and party members have been discussing the  The November debate awaits. Share your views with us at media@wp.sg ,0.9928571428571428,electedpresidency,0.6369,0,0,1,0,10,2,False
Halfway point! Way to go!   ,0.3214285714285714,jubileewalk sg50,0.0,0,0,1,0,7,0,False
"LO Pritam Singh: ""my first suggestion is for the Government to consider extending the use of Medisave for more TCM procedures and alternative therapies that have a proven role in management of one's general health and more pertinently, in prevention of chronic diseases.""",0.9678571428571427,,0.0,0,0,0,0,0,0,True
The PAP promise to Singaporeans: - Nation of Opportunity - Fair & Just Society- Democracy of Deeds  ,0.9642857142857144,pap60 vision,0.7506,0,0,1,0,0,0,False
"PM Lee: "".. we want to improve incomes across the board and that includes the middle income households and the lower income households...""",0.9857142857142858,,0.25,0,0,0,0,2,0,False
Gerald: Civil liberties and governance are things which are critically important for Singapore.,0.6785714285714286,,0.6249,0,0,0,0,3,0,False
Workers' Party 2015 Campaign Theme - Empower Your Future.,0.4071428571428571,,0.4019,0,0,0,0,6,0,False
""" Ever since the first dengue cluster formed in CCK, we have been tracking working to contain the virus.""  ",0.9785714285714284,alexyam,0.0,0,0,1,0,0,0,False
"""This is our Singapore, and we will build it, and we will protect it."" NMP Chia Yong Yong wraps up her  ",0.9928571428571428,tributetolky,0.3818,0,0,1,0,4,0,False
Bernard: This would not only revitalise the diversity of options but it will also encourage the renewal of the entire neighbourhood ,0.9785714285714284,wpsg,0.6652,0,0,0,0,1,0,False
Yaw Shin Leong: WP supports building of strong sports culture  ,0.55,wpsg wpge2011,0.8192,0,0,0,0,0,0,False
PM @leehsienloong : It is my Government’s duty to build for our future.  ,0.7285714285714285,ndrsg,0.0,1,0,1,0,16,0,False
“What we are trying to deny the PAP isn’t a mandate. What we’re trying to deny them is a blank cheque.” - @jamuslim  (Vid credit: Channel 5) ,0.5285714285714286,ge2020,-0.296,0,5,0,0,2615,257,False
Share the love ❤️ with those around you this Valentine’s Day! 🌹 ,0.4571428571428571,,0.7712,0,0,1,0,12,3,False
"Pritam Singh on  For the full speech, go to  ",0.7642857142857142,budgetdebate2015,0.0,1,0,1,0,3,0,False
Click on this link to find out more about the new scheme and the various participating GPs.. ,0.8214285714285714,,0.0,1,0,0,0,2,0,False
"EastCoast: ""Economic policies must go with active social policies."" - @Tharman_S ",0.7357142857142858,,0.4019,0,0,1,0,7,0,False
Bernard:or one where you have a co-creative grassroots where towns and neighbourhoods are co-owned and our heritage protected and preserved?,1.0,,0.4404,0,0,0,0,1,0,False
MP Sylvia Lim's  cut on Dengue Fever  ,0.5785714285714286,cos2014 sgbudget2014,-0.2732,1,0,0,0,2,0,False
Employers who face difficulties purchasing the masks can call the Manpower Ministry at 64385122.  ,0.8428571428571429,sghaze momsingapore,-0.296,0,0,0,0,1,0,False
We will also be launching our 2015 Campaign Video pretty soon on wp.sg. We hope you feel empowered by it!   ,0.9857142857142858,ge2015 wpsg empoweryourfuture,0.75,0,0,0,0,1,0,False
"Minister for Finance Mr Heng Swee Keat has described the upcoming Budget as a long-term strategic plan for Singapore that is not just about taxes, revenue and expenditure.Read the full story at  ",0.7785714285714286,,0.0,1,0,1,0,8,0,False
"There were 14 major  disruptions last year, up from 10. There were 2 additional train disruptions within the last month alone.",0.9285714285714286,mrt,-0.7003,0,0,0,0,3,0,False
"Find out more about Kee Hiong, who was introduced today at Bishan-Toa Payoh  ",0.7857142857142857,ge pap4sg,0.0,1,0,0,0,0,0,False
Hammer Outreach this morning at eastern part of Singapore,0.4071428571428571,,0.2732,0,0,0,0,0,0,False
"""From the bottom of my heart, I would like to thank residents of  - Murali ",0.6428571428571429,bukitbatok,0.6124,0,0,1,0,19,0,False
"Jenn Jong introduced the crowd to Terence Tan, a local of Marine Parade GRC - a Peranakan who lives in the traditional part of Joo Chiat.",0.9785714285714284,,0.0,0,0,0,0,3,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
"Terence Tan: ""Mr Tharman Shanmugaratnam said that a strong Opposition would be good for Singapore.""  ",0.8071428571428572,ge2015 wpsg,0.7351,0,0,0,0,0,0,False
"WP calls for a COI on the Hepatitis C cluster at SGH. For the full statement, please go to:  ",0.8285714285714286,,0.6166,1,0,1,0,13,0,False
Transport Minister Khaw Boon Wan announced that more than $60 billion will be invested to expand and renew the rail network over the next 10 years.,0.6071428571428571,,0.3182,1,0,0,0,5,0,False
Mr  came across a family who had just visited their parents at Blk 693 Hougang during a recent walkabout. ,1.0,ganthiampoh,0.0,0,0,1,0,0,0,False
"@james_gohjh Hi @james_gohjh,  has showed up clearly the needs on the ground! MOE has put 20,000 computers on loan through the schools to their students. MOE has also brought forward the plan to give every Secondary student a device.",0.8535714285714285,covid,0.4574,0,0,0,0,0,0,True
"@raymundkoh Hi, we did not indicate interest in MacPherson. :)",0.4428571428571428,,0.1331,0,0,0,0,0,0,False
SG @leehsienloong discusses   what lessons its results hold for our future   ,0.7928571428571428,sg50 ge2015 papconvention pap4sg,0.0,0,0,1,0,19,0,False
MP Sylvia Lim: MOM - Training and Low wage workers   ,0.6428571428571429,cos2012 sgbudget,-0.2732,1,0,0,0,0,0,False
Pritam singing a crowd favourite. His Hokkien is improving year on year. ,0.5214285714285715,,0.4215,0,4,0,0,5,0,False
MP Yaw Shin Leong's speech on Ministerial Salary Review ,0.5428571428571428,,0.0,1,0,0,0,1,0,False
"""We're now at a state where nobody should pollute & make money at others' expense"" - Environment & Water... ",0.9285714285714286,,-0.5106,1,0,0,0,0,0,False
Team WP making their rounds in Nee Soon GRC    ,0.7,wpge2011 wp sgelections,0.4084,0,0,0,0,1,0,False
"Pritam: Four years ago, it was here that we all recited our nation's pledge and re-committed ourselves to be one united people ",0.9428571428571428,wpsg,0.4215,0,0,0,0,3,0,False
In Parliament: Minister Ong Ye Kung agreed with fellow MPs and acknowledged that more can be done for women. ,0.7785714285714286,,0.2732,0,0,1,0,8,2,False
"While we should not blindly slaughter sacred cows, we should not shy away from making the bold changes our education system needs in order to do well by our students and teachers.",0.6392857142857142,,0.6641,0,0,0,0,7,0,True
"Prime Minister @leehsienloong announced that except for key economic sectors and essential services - which includes food establishments, markets and supermarkets, hospitals and key banking services - all other work premises will close.Read more: ",0.9642857142857144,,0.0,1,0,0,0,14,0,False
"And, workers will receive a modest payout should they be made redundant.",0.5142857142857142,,0.0,0,0,0,0,3,0,False
It's also Chairman Khaw Boon Wan's birthday today! Happy Birthday Mr. Khaw! ,0.7,,0.6467,0,0,1,0,3,0,False
"Resident staying in Woodlands in   can collect their free mask at Woodlands CC today till 10pm. Thanks to its MP, Ms ",1.0,sembawanggrc ellenlee,0.7351,0,0,0,0,13,0,False
CNY Survival Guide • Single but not ready to mingle? A fitness buff? Tips for the holidays:  ,0.8285714285714286,,0.5782,1,0,1,0,7,0,False
"As CNY celebrations come to an end, Minister @LawrenceWongST calls for Singaporeans to look ahead to better times after the bumpy start to the Year of the Rat.Full video:  ",0.6964285714285714,,0.4404,1,5,0,0,7,0,False
We call for more inclusive measures for Persons with Disabilities • Full statement:  ,0.7714285714285715,,0.0,1,0,1,0,3,0,True
"Taking the stage next, Comrade Ng Chee Meng. ",0.4785714285714286,,0.0,0,0,1,0,3,0,False
Dennis: Your last PAP MP failed to speak even once in Parliament over the last 4 years ,0.75,empoweryourfuture,-0.5106,0,0,0,0,1,0,False
Kor Kor say liao dun need license.. (Y) ,0.4428571428571428,,0.0,0,0,1,0,5,0,False
WP's Mohd Rahizan bin Yaacob: Moulmein-Kallang GRC Towards A First World Parliament    ,0.9071428571428573,wp wpsg sgelections,0.0,0,0,0,0,0,0,False
"Get to know ""Aunty-killer"" ESM Goh Chok Tong.      ",0.9428571428571428,ge2015 pap4sg marineparade interview,0.0,1,0,1,0,6,0,False
3 May 2011 - Rally Speech (Video) by Low Thia Khiang (Punggol SMC)     ,0.9071428571428573,wp wpsg wpge2011 sgelections,-0.2732,0,0,0,0,1,0,False
"First to be introduced today is Terence Tan Li-Chern, 44, Lawyer. @terencetanWP   ",0.8285714285714286,ge2015 wpsg,0.0,0,0,1,0,0,0,False
"Shortly, we will be bringing you updates, live from PAP HQ    ",0.7,rememberinglky oneyearon livetweets,0.0,0,0,1,0,6,0,False
MP Chen Show Mao: MOF - Project Finance Company   ,0.6214285714285714,cos2012 sgbudget,0.0,1,0,0,0,0,0,False
NCMP Gerald Giam's  cut on properly incentivising providers  ,0.7428571428571429,cos2014 sgbudget2014,-0.2732,1,0,0,0,1,0,False
"Png says that 50 years on from Independence, we are still searching for justice and equality ",0.7928571428571428,empoweryourfuture,0.5267,0,0,0,0,3,0,False
MP Sylvia Lim: MOT - Resident's Parking in Private Estates   ,0.7,cos2012 sgbudget,0.0,1,0,0,0,1,0,False
Mohamed Fairoz: We propose the establishment of a Career and Life Skills Programme for secondary school students  ,0.9,ge2015 wpsg,0.0,0,0,0,0,3,0,False
Grace Fu unveils '3Hs' plans for Yuhua: Senior Minister of State Grace Fu on Monday night presented ...  ,0.9785714285714284,sgelections,-0.7003,0,0,0,0,1,0,False
"SPS Sim Ann with her resident on a recent block visit to Block 308, Clementi Ave 4.  ",0.8142857142857143,simann,-0.7003,0,0,1,0,0,0,False
"""Good leadership rallied Singaporeans"" - in his opening address, Ng Chee Meng recollects our Singapore Story. ",0.9428571428571428,,0.4404,0,0,1,0,3,0,False
AHPETC responds to MND's comments on its FY 2013/14 Audited Accounts.,0.65,,0.0,1,0,0,0,1,0,False
"""at the heart of SG's transformation, has been of people..."" - DPM & Finance Minister Mr. Tharman S. kicks off the  statement",0.9857142857142858,sgbudget2015,0.0,0,0,0,0,1,0,False
"Li Lian: From right after the previous election, we were out doing house visits and market outreach ",0.8428571428571429,empoweryourfuture,0.2732,0,0,0,0,1,0,False
JJ: We are here because we want to offer a committed alternative to you,0.5071428571428571,,0.6289,0,0,0,0,1,0,False
 Building Our Singapore of Tomorrow! 🇸🇬 Are you watching the parade? :) ,0.5714285714285714,ndp2016,0.5093,0,0,1,0,16,2,False
Nee Soon: Ready to Rally!   ,0.4571428571428571,ge2015 pap4sg,0.4199,0,0,1,0,4,0,False
On our way to Fengshan Primary!    @DanielPSGoh @geraldgiam @78leelilian ,0.8928571428571429,wpsg ge2015 empoweryourfuture,0.0,0,0,1,0,20,0,False
$1.2 billion GST vouchers to be given out in August | AsiaOne Business ,0.6642857142857143,,0.0,1,0,0,0,0,0,False
"A crowd forms; awaiting the gun carriage procession carried out in honour of the late, beloved, Mr Lee Kuan Yew ",0.9571428571428572,,0.6808,0,0,1,0,2,0,False
"PasirRis: ""Singapore's exceptional story is based on..."" - Ng Chee Meng shares this message.   ",0.9357142857142856,ge2015 pap4sg,0.296,0,0,1,0,4,0,False
"Sylvia: When we took over Aljunied TC, we saw from the files that the PA used to put up National Day bannerettes with co-funding from the TC",1.0,,0.0,0,0,0,0,2,0,False
3 May 2011 – Rally Speech by Low Thia Khiang (Punggol SMC)     ,0.8,wp wpsg wpge2011 sgelections,-0.2732,0,0,0,0,0,0,False
Mohd Fahmi Aliman says that his experience in the Army taught him that peace and stability should never be taken for granted. ,0.475,ge2020,0.6705,0,5,0,0,5,0,False
Mr Victor Lye chats with residents at the Serangoon Gardens Market & Food Centre.  ,0.8,pap4sg,0.0,0,0,1,0,10,0,False
A memorable quote by PM @leehsienloong in summing up of the National Day Rally 2013  ,0.8071428571428572,ndrsg,0.0,1,0,0,0,0,0,False
"Dear friends, we will be using  hashtag in addition to   &  Pls inject  in your RTs or tweets. TY!",0.95,votewp wp wpsg sgelections votewp,0.8633,0,0,0,0,0,0,False
"LIVE from  Darryl David speaks first, rallying Singapore to take a stand with him.   ",0.9357142857142856,fullerton ge2015 pap4sg,0.0,0,0,1,0,1,0,False
"""She has steel and guts... (If elected) Tampines will be in good hands."" - SG LHL on Cheng Li Hui ",0.8571428571428571,,0.4404,0,0,1,0,1,0,False
The press conference where Li Lian was introduced as the WP candidate for Punggol East By-Election  ,0.9428571428571428,punggoleast,0.4084,1,0,0,0,1,0,False
"""PUB has been monitoring water quality quite obsessively over the past couple of weeks and the first point to note... ",1.0,,-0.1761,1,0,0,0,1,0,False
Three general principles that guide our thinking on fiscal policy:,0.2357142857142857,,0.0,0,0,0,0,1,0,True
There is NO gathering for Workers' Party supporters tonight. Please disregard any such calls for gatherings from unofficial sources.,0.9428571428571428,,0.4342,0,0,0,0,1,0,False
"""we have much to be proud of and much to look forward to..."" - SMS Jo Teo pays tribute to   ",0.9928571428571428,womensday threeeight2015,0.4767,0,0,1,0,0,0,False
4 May 2011 - Rally Speech Video by Low Thia Khiang    ,0.7214285714285714,wp wpsg sgelections,-0.2732,0,0,0,0,1,0,False
"House-to-house visit @ blk 47,44 & 43 Lengkok Bahru on 07/5/13    ",0.8142857142857143,chiashilu tanjongpagargrc,0.0,0,0,1,0,0,0,False
".@kohchoongyong, Sengkang West SMC, shares WP's proposals on easing the costs of living for low-income families. ",0.9642857142857144,,0.4939,0,0,1,0,2,0,False
"Latest WP photos GE2011: Vote Workers' Party, Towards a First World Parliament     ",0.9571428571428572,wp sgelections wpsg wpge2011,0.6633,0,0,0,0,0,0,False
Advisory panel to be set up to study CPF changes. ,0.4,ndrsg,0.0,0,0,0,0,0,0,False
"LIVE from  : The crowd's warming up! Join us as we bring you all the action from both rallies, tagged  ",0.9,aljunied ge2015 pap4sg,0.4753,0,0,0,0,3,0,False
Ramadan Mubarak to all our Muslim friends! ,0.3071428571428571,,0.5255,0,0,1,0,8,0,False
WP Moulmein-Kallang GRC Rally Speech Video 2/5 by L. Soma     ,0.7928571428571428,wp wpsg sgelections wpge2011,0.4084,0,0,0,0,0,0,False
Faisal raises the threat of radicalism and other issues the public could be engaged with via the 'SGfuture' platform ,0.8357142857142857,,-0.1779,0,0,1,0,0,0,False
"""Thank You, our Men & Women in Blue"" - Minister K Shanmugam gives our young national servicemen a   ",1.0,shoutout papcares,0.3612,0,0,1,0,2,0,False
"""The Party will treasure this gift."" - Party Chairman Khaw Boon Wan thanks PM @leehsienloong ",0.7714285714285715,rememberinglky,0.8591,0,0,1,0,16,0,False
@gweezilla of cos we know that ^^ We thought Mr Mai Tee Siew's statement should be accompanied with Min. VB's clarification. Gd nite!,0.95,,0.0,0,0,0,0,0,0,False
"""...People. They are the reason for me serving... I hope to continue being a part of The Yuhua Fam.""  ",0.9928571428571428,quotebygracefu,0.4404,0,0,1,0,3,0,False
ICYMI: @DanielPSGoh delivered WP's first political broadcast last evening.  ,0.8785714285714286,ge2015 empoweryourfuture,0.0,1,0,0,0,4,0,False
Change needed so that women do not have to choose between career & family: Shanmugam - Channel... ,0.8571428571428571,,0.0,1,0,0,0,0,0,False
"If you believe in the value of a responsible alternative voice and balancing force in Singapore's politics, please do consider becoming a volunteer for The Workers' Party at the coming General Election 🗳",0.8071428571428572,,0.8271,1,0,0,0,17,1,False
 We've set up a group dedicated to address ageing issues in SG. PM @leehsienloong shared yest @ ,0.9142857142857144,ournewwayforward papconvention,0.6597,0,0,0,0,0,0,False
Png urges MOE to foster civic consciousness and responsibility from young.  ,0.6214285714285714,budget2016,0.0,0,0,1,0,1,0,False
Secretary-General Mr Low Thia Khiang addresses the Workers' Party rally tonight  ,0.8642857142857143,empoweryourfuture,0.1531,0,0,1,0,4,0,False
Say Cheese!    ,0.3642857142857142,pap4sg pledgetoaction papconvention,0.0,0,0,1,0,5,0,False
"MP Gerald Giam: ""I would like to call for the annual Medisave withdrawal limits for chronic disease management to be completely lifted, especially for those over 60.""",0.5928571428571429,,0.3818,0,0,0,0,4,0,True
"Sylvia Lim: “In the midst of the busiest period on Parliament’s calendar, the annual Budget & Committee of Supply debates, it’s rare to grab a quick lunch together.    🍽 ",0.675,wp foodforthought,0.0,0,0,1,0,40,1,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
Thank you for your support! 🗳❤️ ,0.1392857142857143,ge2020,0.6696,0,0,0,0,4600,54,False
"Recall of Defective Trains to China for Repair • For the full statement, please go to:  ",0.7928571428571428,,-0.1531,1,0,1,0,9,1,False
PasirRis: @jputhucheary starts speech with a Malay pantun to appreciative applause from the audience   ,0.9928571428571428,ge2015 pap4sg,0.7506,0,0,1,0,1,0,False
"See you at the polls on 11/09, let us make history!Vote Workers' Party, Empower Your Future!! ",0.8285714285714286,,0.5538,0,0,1,0,74,0,False
